text,original_label_split,label,abstractness_combination
image catches imagination,plausible,1,m-c-a
person recovers damage,plausible,1,c-m-m
culture chews grain,plausible,1,m-c-c
director attaches accident,implausible,1,c-m-m
advent introduces possibility,plausible,1,m-m-a
band establishes place,plausible,1,c-a-m
ring denotes ring,plausible,1,c-m-c
consumer pokes vision,implausible,1,m-c-m
draught obeys genome,implausible,0,m-m-m
cyclist abides hundred,implausible,1,c-a-m
hen lays egg,plausible,1,c-m-c
resident says thing,plausible,1,c-m-m
researcher draws attention,plausible,1,m-m-m
attacker reaches card,implausible,1,c-m-c
rancher lives lot,implausible,1,c-m-m
consensus reads attempt,plausible,1,m-m-m
crash flies characteristic,implausible,1,m-c-m
risk outweighs benefit,plausible,1,a-c-m
aquarium contains chance,implausible,0,c-m-a
alliance wins seat,plausible,1,m-m-c
